service_id,date,exception_type
L5 06LP101_005006,20250704,1
L5 06LP101_005006,20250707,1
L5 06SP101_005006,20250705,1
L5 07LP101_005007,20250701,1
L5 07LP101_005007,20250702,1
L5 07LP101_005007,20250703,1
L5 07LP101_005007,20250704,1
L5 07LP101_005007,20250707,1
L7 01FP104_007001,20250706,1
L7 01LP200_007001,20250701,1
L7 01LP200_007001,20250702,1
L7 01LP200_007001,20250703,1
L7 01LP200_007001,20250704,1
L7 01LP200_007001,20250707,1
L7 01SP104_007001,20250705,1
L7 02FP104_007002,20250706,1
L7 02LV103_007002,20250701,1
L7 02LV103_007002,20250702,1
L7 02LV103_007002,20250703,1
L7 02LV103_007002,20250704,1
L7 02LV103_007002,20250707,1
L7 02SP103_007002,20250705,1
L7 03LP104_007003,20250701,1
L7 03LP104_007003,20250702,1
L7 03LP104_007003,20250703,1
L7 03LP104_007003,20250704,1
L7 03LP104_007003,20250707,1
L7 04LP102_007004,20250701,1
L7 04LP102_007004,20250702,1
L7 04LP102_007004,20250703,1
L7 04LP102_007004,20250704,1
L7 04LP102_007004,20250707,1
NC101LP200_001005,20250704,1
NC101SN101_001005,20250705,1
PSA04LP101_304001,20250701,1
PSA04LP101_304001,20250702,1
PSA04LP101_304001,20250703,1
PSA04LP101_304001,20250704,1
PSA04LP101_304001,20250707,1
RE 02LP101_102027,20250701,1
RE 02LP101_102027,20250702,1
RE 02LP101_102027,20250703,1
RE 02LP101_102027,20250704,1
RE 02LP101_102027,20250707,1
REF01LP901_150001,20250701,1
REF01LP901_150001,20250702,1
REF01LP901_150001,20250703,1
REF01LP901_150001,20250704,1
REF01LP901_150001,20250707,1
REF02LV 01_150002,20250701,1
REF02LV 01_150002,20250702,1
REF02LV 01_150002,20250703,1
REF02LV 01_150002,20250704,1
REF02LV 01_150002,20250707,1
REF03LPV00_150003,20250701,1
REF03LPV00_150003,20250702,1
REF03LPV00_150003,20250703,1
REF03LPV00_150003,20250704,1
REF03LPV00_150003,20250707,1
REF04LP102_150004,20250701,1
REF04LP102_150004,20250702,1
REF04LP102_150004,20250703,1
REF04LP102_150004,20250704,1
REF04LP102_150004,20250707,1
RES02L0100_004901,20250707,1
RES02L0100_013201,20250707,1
RES05L0100_400005,20250707,1
TUR01FPV03_500001,20250706,1
TUR01LPV03_500001,20250701,1
TUR01LPV03_500001,20250702,1
TUR01LPV03_500001,20250703,1
TUR01LPV03_500001,20250704,1
TUR01LPV03_500001,20250707,1
TUR01SPV03_500001,20250705,1
