stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding
2955,P001720,Avda. de Vigo  95,Parada,42.2704809883139,-8.66772637385409,,http://infobus.vitrasa.es:8002/Default.aspx?parada=1720,,,Europe/Madrid,1
2965,P001820,Avda. de Vigo  49,Parada,42.2718783944482,-8.66635630401743,,http://infobus.vitrasa.es:8002/Default.aspx?parada=1820,,,Europe/Madrid,1
2966,P001830,Avda. de Vigo  11,Parada,42.2740385009485,-8.66694993166453,,http://infobus.vitrasa.es:8002/Default.aspx?parada=1830,,,Europe/Madrid,1
2992,P002090,Avda. de Redondela  32,Parada,42.272074280929,-8.66459369074207,,http://infobus.vitrasa.es:8002/Default.aspx?parada=2090,,,Europe/Madrid,1
2996,P002130,Avda. de Redondela (Instituto),Parada,42.2667588112137,-8.66724782836633,,http://infobus.vitrasa.es:8002/Default.aspx?parada=2130,,,Europe/Madrid,1
2994,P002110,Avda. de Redondela  70  ,Parada,42.2632866876952,-8.66898503581677,,http://infobus.vitrasa.es:8002/Default.aspx?parada=2110,,,Europe/Madrid,1
2989,P002060,Avda. de Redondela  122,Parada,42.259945557531,-8.67260843372469,,http://infobus.vitrasa.es:8002/Default.aspx?parada=2060,,,Europe/Madrid,1
2800,P00195,Rúa de Ángel de Lema  247,Parada,42.2566247075499,-8.67749079725553,,http://infobus.vitrasa.es:8002/Default.aspx?parada=195,,,Europe/Madrid,1
2806,P00250,Rúa de Ángel de Lema  221,Parada,42.2552520852508,-8.67948066204136,,http://infobus.vitrasa.es:8002/Default.aspx?parada=250,,,Europe/Madrid,1
2803,P00220,Rúa de Ángel de Lema  163,Parada,42.2526943626447,-8.68302902983666,,http://infobus.vitrasa.es:8002/Default.aspx?parada=220,,,Europe/Madrid,1
2807,P00260,Rúa de Ángel de Lema  91 ,Parada,42.2504212162354,-8.6854647160186,,http://infobus.vitrasa.es:8002/Default.aspx?parada=260,,,Europe/Madrid,1
4126,P0020054,Rúa de Ángel de Lema  33,Parada,42.2488973769537,-8.68915071368382,,http://infobus.vitrasa.es:8002/Default.aspx?parada=20054,,,Europe/Madrid,1
2805,P00240,Rúa de Ángel de Lema  19,Parada,42.2475134763365,-8.6918743014715,,http://infobus.vitrasa.es:8002/Default.aspx?parada=240,,,Europe/Madrid,1
3453,P006570,Rúa de Pizarro  65,Parada,42.2313577551742,-8.71296778017825,,http://infobus.vitrasa.es:8002/Default.aspx?parada=6570,,,Europe/Madrid,1
3454,P006580,Rúa de Pizarro  7,Parada,42.2298604867039,-8.71797913652699,,http://infobus.vitrasa.es:8002/Default.aspx?parada=6580,,,Europe/Madrid,1
3359,P005680,Avda. da Gran Vía  66,Parada,42.2281738024212,-8.7202676230248,,http://infobus.vitrasa.es:8002/Default.aspx?parada=5680,,,Europe/Madrid,1
3361,P005700,Avda. da Gran Vía  104,Parada,42.2253258840813,-8.72210662444018,,http://infobus.vitrasa.es:8002/Default.aspx?parada=5700,,,Europe/Madrid,1
4017,P0014398,Avda. da Gran Vía  116,Parada,42.2240659396603,-8.72369103611751,,http://infobus.vitrasa.es:8002/Default.aspx?parada=14398,,,Europe/Madrid,1
3353,P005620,Avda. da Gran Vía  148,Parada,42.2223216071105,-8.72644042114933,,http://infobus.vitrasa.es:8002/Default.aspx?parada=5620,,,Europe/Madrid,1
3355,P005640,Avda. da Gran Vía  176,Parada,42.2208680325823,-8.73026444727674,,http://infobus.vitrasa.es:8002/Default.aspx?parada=5640,,,Europe/Madrid,1
2908,P001250,Avda. de Castelao  16,Parada,42.2197303958276,-8.73745651322051,,http://infobus.vitrasa.es:8002/Default.aspx?parada=1250,,,Europe/Madrid,1
4149,P0020077,Avda. de Castelao  40,Parada,42.2192597269198,-8.73980943466788,,http://infobus.vitrasa.es:8002/Default.aspx?parada=20077,,,Europe/Madrid,1
2910,P001270,Avda. de Castelao  50,Parada,42.2187049369325,-8.74254445956501,,http://infobus.vitrasa.es:8002/Default.aspx?parada=1270,,,Europe/Madrid,1
2912,P001290,Avda. de Castelao  54,Parada,42.2181582630684,-8.74579772686073,,http://infobus.vitrasa.es:8002/Default.aspx?parada=1290,,,Europe/Madrid,1
4099,P0020027,Avda. de Castelao  64,Parada,42.2176919825542,-8.74958587742631,,http://infobus.vitrasa.es:8002/Default.aspx?parada=20027,,,Europe/Madrid,1
2913,P001300,Avda. de Castelao  68,Parada,42.2174663776024,-8.75124549882902,,http://infobus.vitrasa.es:8002/Default.aspx?parada=1300,,,Europe/Madrid,1
